country,year,co2,co2_per_capita,trade_co2,cement_co2,cement_co2_per_capita,coal_co2,coal_co2_per_capita,flaring_co2,flaring_co2_per_capita,gas_co2,gas_co2_per_capita,oil_co2,oil_co2_per_capita,co2_growth_prct,co2_growth_abs,co2_per_gdp,co2_per_unit_energy,consumption_co2,consumption_co2_per_capita,consumption_co2_per_gdp,cumulative_co2,cumulative_cement_co2,cumulative_coal_co2,cumulative_flaring_co2,cumulative_gas_co2,cumulative_oil_co2,cumulative_other_co2,trade_co2_share,share_global_co2,share_global_cement_co2,share_global_coal_co2,share_global_flaring_co2,share_global_gas_co2,share_global_oil_co2,share_global_other_co2,share_global_cumulative_co2,share_global_cumulative_cement_co2,share_global_cumulative_coal_co2,share_global_cumulative_flaring_co2,share_global_cumulative_gas_co2,share_global_cumulative_oil_co2,share_global_cumulative_other_co2,total_ghg,ghg_per_capita,total_ghg_excluding_lucf,ghg_excluding_lucf_per_capita,methane,methane_per_capita,nitrous_oxide,nitrous_oxide_per_capita,population,gdp,primary_energy_consumption,energy_per_capita,energy_per_gdp
Bulgaria,2014,45.217,6.241,-5.71,0.911,0.126,26.583,3.669,0.384,0.053,5.589,0.771,10.655,1.47,5.94,2.536,0.39,0.217,39.507,5.452,0.341,3566.546,97.726,2010.899,4.822,302.058,1132.745,18.296,-12.63,0.13,0.06,0.18,0.1,0.08,0.09,0.36,0.24,0.29,0.29,0.03,0.15,0.22,0.24,42.55,5.872,54.66,7.544,7.47,1.031,3.83,0.529,7245648,1.15783E+11,208.576,28786.351,1.801
Bulgaria,2015,48.276,6.705,-7.13,1.105,0.154,27.68,3.845,0.6,0.083,5.932,0.824,11.678,1.622,6.76,3.059,0.403,0.218,41.146,5.715,0.343,3614.821,98.831,2038.579,5.422,307.989,1144.423,19.576,-14.77,0.14,0.08,0.19,0.16,0.09,0.1,0.42,0.24,0.28,0.28,0.03,0.15,0.21,0.25,45.2,6.278,57.31,7.96,7.39,1.026,4,0.556,7199739,1.19894E+11,221.684,30790.508,1.849
Bulgaria,2016,45.502,6.362,-6.705,1.194,0.167,24.156,3.378,0.813,0.114,5.939,0.83,12.086,1.69,-5.74,-2.773,0.367,0.217,38.798,5.425,0.313,3660.324,100.026,2062.735,6.235,313.928,1156.509,20.89,-14.74,0.13,0.08,0.17,0.21,0.09,0.1,0.44,0.24,0.27,0.28,0.04,0.15,0.21,0.26,20.47,2.862,54.27,7.588,7.09,0.991,4.01,0.561,7151948,1.23885E+11,210.044,29368.851,1.695
Bulgaria,2017,47.582,6.699,-7.542,1.239,0.174,25.794,3.632,0.877,0.124,6.038,0.85,12.351,1.739,4.57,2.08,0.371,0.222,40.04,5.638,0.312,3707.906,101.265,2088.529,7.113,319.967,1168.86,22.172,-15.85,0.13,0.08,0.18,0.21,0.08,0.1,0.43,0.23,0.26,0.28,0.04,0.14,0.21,0.26,22.65,3.189,56.45,7.948,7.03,0.99,4.05,0.57,7102452,1.28229E+11,214.864,30252.14,1.676
Bulgaria,2018,43.638,6.188,-4.289,1.224,0.174,22.089,3.132,0.711,0.101,5.781,0.82,12.577,1.784,-8.29,-3.945,0.33,0.204,39.348,5.58,0.298,3751.543,102.488,2110.619,7.824,325.748,1181.437,23.427,-9.83,0.12,0.08,0.15,0.17,0.08,0.1,0.42,0.23,0.26,0.28,0.05,0.14,0.21,0.27,19.52,2.768,53.33,7.563,6.91,0.98,4.05,0.574,7051610,1.32183E+11,214.446,30410.948,1.622
Cambodia,2000,1.975,0.162,0.81,,,,,,,,,1.975,0.162,4.26,0.081,0.097,0.22,2.785,0.229,0.136,28,,,,,27.557,,41.02,0.01,,,,,0.02,,0,,,,,0.01,,27.43,2.257,20.45,1.682,16.94,1.394,4.29,0.353,12155241,20441458688,8.961,737.241,0.438
Cambodia,2001,2.25,0.181,1.113,,,,,,,,,2.25,0.181,13.91,0.275,0.104,0.237,3.362,0.271,0.156,30.25,,,,,29.807,,49.45,0.01,,,,,0.02,,0,,,,,0.01,,28.04,2.26,20.54,1.656,16.8,1.354,5.44,0.439,12405411,21596243968,9.493,765.241,0.44
Cambodia,2002,2.206,0.174,0.4,,,,,,,,,2.206,0.174,-1.95,-0.044,0.098,0.233,2.606,0.206,0.116,32.456,,,,,32.013,,18.15,0.01,,,,,0.02,,0,,,,,0.01,,30.49,2.413,21.07,1.667,18.01,1.425,6.62,0.524,12637719,22487644160,9.473,749.613,0.421
Cambodia,2003,2.378,0.185,2.33,,,,,,,,,2.378,0.185,7.81,0.172,0.1,0.231,4.708,0.366,0.197,34.834,,,,,34.391,,97.99,0.01,,,,,0.02,,0,,,,,0.01,,33,2.567,22.65,1.762,19.69,1.532,7.27,0.565,12856171,23847374848,10.298,800.99,0.432
Cambodia,2004,2.444,0.187,2.422,,,,,,,,,2.444,0.187,2.77,0.066,0.095,0.23,4.866,0.372,0.189,37.277,,,,,36.834,,99.1,0.01,,,,,0.02,,0,,,,,0.01,,33.89,2.594,22.6,1.73,19.91,1.524,7.93,0.607,13066475,25709400064,10.624,813.074,0.413
Cambodia,2005,2.774,0.209,3.286,,,,,,,,,2.774,0.209,13.49,0.33,0.098,0.23,6.06,0.456,0.213,40.051,,,,,39.608,,118.48,0.01,,,,,0.02,,0,,,,,0.01,,32.38,2.439,24.07,1.813,19.74,1.487,6.33,0.477,13273355,28450983936,12.052,907.987,0.424
Cambodia,2006,2.997,0.222,3.742,,,,,,,,,2.997,0.222,8.06,0.224,0.097,0.23,6.739,0.5,0.219,43.048,,,,,42.605,,124.84,0.01,,,,,0.03,,0,,,,,0.01,,35.82,2.658,25.64,1.902,21.53,1.597,7.65,0.568,13477705,30787633152,13.046,968.001,0.424
Cambodia,2007,3.471,0.254,3.871,0.053,0.004,,,,,,,3.419,0.25,15.81,0.474,0.105,0.227,7.342,0.537,0.221,46.519,0.053,,,,46.024,,111.51,0.01,0,,,,0.03,,0,0,,,,0.01,,36.76,2.687,26.74,1.955,21.74,1.589,7.7,0.563,13679953,33155622912,15.308,1118.998,0.462
Cambodia,2008,3.881,0.28,4.176,0.371,0.027,,,,,,,3.51,0.253,11.82,0.41,0.112,0.242,8.058,0.58,0.233,50.401,0.424,,,,49.534,,107.59,0.01,0.03,,,,0.03,,0,0,,,,0.01,,36.52,2.63,27.31,1.967,21.55,1.552,7.3,0.526,13883835,34556530688,16.066,1157.186,0.465
Cambodia,2009,4.557,0.323,3.61,0.347,0.025,0.029,0.002,,,,,4.18,0.297,17.41,0.676,0.132,0.23,8.168,0.58,0.237,54.958,0.771,0.472,,,53.714,,79.23,0.01,0.03,0,,,0.04,,0,0,0,,,0.01,,38.12,2.705,28.71,2.037,22.05,1.565,7.59,0.539,14093605,34483417088,19.854,1408.744,0.576
Cambodia,2010,5.1,0.356,4.88,0.37,0.026,0.051,0.004,,,,,4.679,0.327,11.92,0.543,0.146,0.223,9.981,0.697,0.285,60.058,1.141,0.524,,,58.393,,95.69,0.02,0.03,0,,,0.04,,0,0,0,,,0.01,,36.96,2.582,29.06,2.03,21.51,1.503,6.76,0.472,14312205,34988625920,22.897,1599.824,0.654
Cambodia,2011,5.194,0.357,5.848,0.431,0.03,0.059,0.004,,,,,4.705,0.324,1.84,0.094,0.142,0.219,11.042,0.759,0.302,65.252,1.572,0.582,,,63.098,,112.59,0.02,0.03,0,,,0.04,,0,0.01,0,,,0.01,,101.28,6.965,30.58,2.103,23.14,1.591,7.78,0.535,14541421,36605583360,23.69,1629.111,0.647
Cambodia,2012,5.451,0.369,5.41,0.487,0.033,0.062,0.004,,,,,4.902,0.332,4.95,0.257,0.139,0.207,10.862,0.735,0.276,70.704,2.059,0.645,,,68,,99.24,0.02,0.04,0,,,0.04,,0.01,0.01,0,,,0.01,,99.66,6.743,30.31,2.051,22.12,1.497,6.9,0.467,14780454,39288827904,26.384,1785.036,0.672
Cambodia,2013,5.578,0.371,7.311,0.507,0.034,0.205,0.014,,,,,4.866,0.324,2.32,0.127,0.132,0.199,12.889,0.858,0.305,76.282,2.566,0.85,,,72.866,,131.07,0.02,0.04,0,,,0.04,,0.01,0.01,0,,,0.01,,100.1,6.662,30.6,2.036,22.21,1.478,7.04,0.469,15026330,42198171648,27.98,1862.066,0.663
Cambodia,2014,6.494,0.425,7.108,0.51,0.033,0.956,0.063,,,,,5.027,0.329,16.42,0.916,0.144,0.21,13.602,0.89,0.301,82.776,3.077,1.806,,,77.893,,109.45,0.02,0.03,0.01,,,0.04,,0.01,0.01,0,,,0.01,,100.75,6.596,31.55,2.066,21.88,1.432,6.91,0.452,15274506,45181947904,30.871,2021.086,0.683
Cambodia,2015,8.527,0.549,6.416,0.653,0.042,2.317,0.149,,,,,5.557,0.358,31.3,2.033,0.176,0.241,14.943,0.963,0.309,91.302,3.73,4.123,,,83.45,,75.25,0.02,0.05,0.02,,,0.05,,0.01,0.01,0,,,0.02,,103.41,6.662,33.72,2.172,21.99,1.417,7.45,0.48,15521435,48358453248,35.383,2279.634,0.732
Cambodia,2016,10.533,0.668,5.477,1.421,0.09,2.682,0.17,,,,,6.43,0.408,23.54,2.007,0.204,0.239,16.01,1.016,0.309,101.836,5.151,6.805,,,89.88,,52,0.03,0.1,0.02,,,0.05,,0.01,0.01,0,,,0.02,,68.73,4.359,35.39,2.245,22.24,1.411,7,0.444,15766290,51749834752,44.103,2797.313,0.852
Cambodia,2017,12.875,0.804,4.954,2.301,0.144,3.986,0.249,,,,,6.588,0.412,22.23,2.342,0.232,0.276,17.829,1.114,0.322,114.71,7.451,10.791,,,96.468,,38.48,0.04,0.15,0.03,,,0.05,,0.01,0.02,0,,,0.02,,70.81,4.423,37.84,2.364,22.37,1.397,7.35,0.459,16009413,55370772480,46.578,2909.437,0.841
Cambodia,2018,12.879,0.792,5.154,3.316,0.204,2.327,0.143,,,,,7.236,0.445,0.03,0.004,0.216,0.219,18.033,1.11,0.303,127.589,10.767,13.118,,,103.704,,40.02,0.04,0.21,0.02,,,0.06,,0.01,0.03,0,,,0.02,,69.15,4.255,37.46,2.305,21.59,1.329,6.56,0.404,16249795,59541852160,58.791,3617.926,0.987
Canada,2000,566.552,18.522,-2.085,7.232,0.236,129.348,4.229,15.759,0.515,173.189,5.662,237.665,7.77,4.2,22.822,0.498,0.158,564.467,18.454,0.496,22180.154,234.064,7814.386,293.467,4175.457,9627.44,35.339,-0.37,2.25,1.01,1.44,5.84,3.66,2.31,1.56,2.12,1.28,1.49,2.77,3.44,2.63,0.88,739.69,24.182,671.76,21.961,108.29,3.54,40.16,1.313,30588379,1.13868E+12,3575.49,116890.464,3.14
Canada,2001,559.042,18.104,-15.574,6.983,0.226,126.825,4.107,15.227,0.493,165.583,5.362,241.582,7.823,-1.33,-7.51,0.481,0.16,543.468,17.599,0.468,22739.196,241.047,7941.211,308.694,4341.04,9869.022,38.182,-2.79,2.2,0.93,1.4,5.6,3.46,2.33,1.34,2.12,1.26,1.49,2.84,3.44,2.62,0.9,962.37,31.165,660.9,21.402,105.36,3.412,38.95,1.261,30880072,1.16207E+12,3504.306,113481.155,3.016
Canada,2002,564.669,18.111,1.53,7.148,0.229,124.207,3.984,15.756,0.505,172.158,5.522,242.477,7.777,1.01,5.627,0.47,0.156,566.2,18.16,0.472,23303.865,248.195,8065.418,324.45,4513.198,10111.499,41.104,0.27,2.17,0.91,1.31,5.49,3.5,2.34,1.36,2.13,1.25,1.48,2.91,3.44,2.62,0.92,981.04,31.466,679.48,21.793,103.9,3.332,40.22,1.29,31178260,1.20047E+12,3622.585,116189.451,3.018
Canada,2003,582.344,18.494,-36.582,7.248,0.23,123.322,3.916,15.3,0.486,175.184,5.564,258.366,8.205,3.13,17.674,0.475,0.16,545.761,17.332,0.445,23886.209,255.443,8188.741,339.75,4688.382,10369.865,44.027,-6.28,2.13,0.86,1.2,5.31,3.44,2.42,1.33,2.13,1.23,1.48,2.97,3.44,2.61,0.94,1000.48,31.773,698.41,22.18,102.51,3.256,41.12,1.306,31488046,1.22561E+12,3643.051,115696.324,2.972
Canada,2004,580.759,18.254,-18.343,7.52,0.236,115.671,3.636,15.811,0.497,171.315,5.385,267.37,8.404,-0.27,-1.585,0.458,0.157,562.415,17.677,0.444,24466.967,262.963,8304.412,355.561,4859.697,10637.235,47.1,-3.16,2.03,0.83,1.06,5.08,3.25,2.43,1.34,2.12,1.22,1.47,3.03,3.44,2.61,0.96,995.19,31.28,693.31,21.792,103.37,3.249,42.69,1.342,31815490,1.26705E+12,3698.818,116258.397,2.919
Canada,2005,575.852,17.904,0.588,7.614,0.237,116.765,3.63,15.53,0.483,171.842,5.343,261.125,8.118,-0.84,-4.906,0.439,0.154,576.441,17.922,0.44,25042.82,270.577,8421.177,371.091,5031.539,10898.36,50.076,0.1,1.95,0.79,1.01,4.68,3.19,2.35,1.23,2.12,1.2,1.46,3.07,3.43,2.6,0.97,1006.64,31.297,705.08,21.921,101.6,3.159,43.34,1.347,32164313,1.31126E+12,3728.01,115905.156,2.843
Canada,2006,571.41,17.562,-4.792,7.728,0.238,114.091,3.506,15.898,0.489,171.445,5.269,259.315,7.97,-0.77,-4.443,0.423,0.154,566.618,17.415,0.42,25614.23,278.306,8535.268,386.989,5202.985,11157.675,53.008,-0.84,1.87,0.74,0.93,4.77,3.11,2.31,1.16,2.11,1.18,1.45,3.12,3.42,2.59,0.98,992.64,30.508,691,21.237,101.58,3.122,38.77,1.192,32536994,1.34943E+12,3705.631,113889.786,2.746
Canada,2007,594.665,18.058,5.012,7.731,0.235,118.793,3.607,15.87,0.482,182.849,5.552,266.591,8.095,4.07,23.256,0.43,0.155,599.677,18.21,0.434,26208.895,286.037,8654.061,402.859,5385.834,11424.266,55.839,0.84,1.89,0.69,0.93,4.55,3.2,2.37,1.09,2.11,1.16,1.44,3.16,3.41,2.59,0.99,1023.93,31.093,722.54,21.941,99.57,3.024,42.49,1.29,32930795,1.3812E+12,3840.392,116620.084,2.78
Canada,2008,579.367,17.379,4.441,6.988,0.21,112.632,3.378,15.126,0.454,184.155,5.524,257.766,7.732,-2.57,-15.298,0.414,0.152,583.808,17.512,0.417,26788.262,293.025,8766.693,417.985,5569.989,11682.032,58.538,0.77,1.81,0.61,0.85,4.17,3.14,2.3,1.04,2.1,1.13,1.43,3.19,3.4,2.58,0.99,999.57,29.983,698.19,20.943,96.41,2.892,42.4,1.272,33337638,1.3989E+12,3801.961,114044.1,2.718
Canada,2009,546.61,16.198,14.656,5.364,0.159,93.379,2.767,14.213,0.421,177.77,5.268,253.651,7.516,-5.65,-32.757,0.402,0.15,561.266,16.632,0.412,27334.872,298.389,8860.072,432.198,5747.759,11935.683,60.772,2.68,1.73,0.46,0.71,3.87,3.09,2.31,0.92,2.09,1.1,1.41,3.2,3.39,2.57,0.99,962.46,28.521,661.01,19.588,91.84,2.722,38.91,1.153,33746093,1.36151E+12,3651.337,108200.301,2.682
Canada,2010,558.804,16.364,37.95,6.005,0.176,96.05,2.813,14.506,0.425,180.145,5.276,259.87,7.61,2.23,12.194,0.397,0.152,596.754,17.476,0.424,27893.677,304.395,8956.121,446.704,5927.904,12195.553,63,6.79,1.68,0.48,0.69,3.95,2.9,2.3,0.91,2.08,1.08,1.4,3.22,3.37,2.57,0.98,975.84,28.577,674.2,19.744,90.39,2.647,39.17,1.147,34147566,1.40742E+12,3687.473,107986.406,2.62
Canada,2011,569.87,16.499,-4.481,6.02,0.174,87.053,2.52,14.724,0.426,197.435,5.716,262.234,7.592,1.98,11.066,0.392,0.149,565.39,16.369,0.388,28463.547,310.415,9043.175,461.428,6125.339,12457.787,65.404,-0.79,1.65,0.45,0.59,4.16,3.1,2.31,0.88,2.07,1.05,1.38,3.25,3.36,2.56,0.98,825.24,23.893,689.76,19.97,90.27,2.614,41.5,1.202,34539156,1.45558E+12,3826.848,110797.39,2.629
Canada,2012,569.263,16.301,33.544,6.532,0.187,81.577,2.336,15.512,0.444,198.953,5.697,264.179,7.565,-0.11,-0.607,0.385,0.148,602.807,17.262,0.407,29032.809,316.947,9124.752,476.94,6324.292,12721.965,67.913,5.89,1.63,0.47,0.55,4.26,3.06,2.3,0.91,2.06,1.02,1.36,3.27,3.35,2.55,0.98,830.07,23.769,694.21,19.879,92.87,2.659,43.61,1.249,34922031,1.4798E+12,3836.774,109866.871,2.593
Canada,2013,573.699,16.254,31.817,5.973,0.169,79.249,2.245,16.58,0.47,205.109,5.811,264.355,7.49,0.78,4.436,0.379,0.146,605.516,17.155,0.4,29606.508,322.92,9204.001,493.52,6529.401,12986.32,70.347,5.55,1.63,0.42,0.53,4.48,3.13,2.28,0.83,2.05,1,1.34,3.3,3.34,2.55,0.97,841.21,23.833,705.42,19.986,95.29,2.7,42.92,1.216,35296535,1.5149E+12,3928.385,111296.618,2.593
Canada,2014,570.563,15.998,24.13,5.912,0.166,76.347,2.141,16.756,0.47,211.549,5.932,257.521,7.221,-0.55,-3.135,0.368,0.145,594.693,16.675,0.383,30177.072,328.832,9280.347,510.276,6740.95,13243.841,72.825,4.23,1.61,0.4,0.51,4.39,3.18,2.21,0.82,2.04,0.97,1.32,3.33,3.34,2.54,0.96,848.12,23.781,712.31,19.973,97.42,2.732,42.17,1.182,35664338,1.5522E+12,3942.824,110553.674,2.54
Canada,2015,573.061,15.907,4.258,6.222,0.173,77.67,2.156,16.131,0.448,211.835,5.88,258.91,7.187,0.44,2.498,0.366,0.145,577.319,16.025,0.369,30750.133,335.053,9358.017,526.407,6952.785,13502.751,75.119,0.74,1.61,0.43,0.53,4.33,3.12,2.18,0.76,2.03,0.95,1.31,3.35,3.33,2.53,0.96,844.67,23.446,707.93,19.65,95.59,2.653,42.67,1.184,36026668,1.56517E+12,3962.271,109981.613,2.532
Canada,2016,559.567,15.38,-0.136,6.151,0.169,72.957,2.005,14.331,0.394,206.869,5.686,257.009,7.064,-2.35,-13.494,0.353,0.143,559.431,15.376,0.353,31309.7,341.204,9430.974,540.738,7159.654,13759.76,77.37,-0.02,1.58,0.42,0.51,3.7,2.97,2.15,0.75,2.02,0.93,1.29,3.36,3.32,2.52,0.95,731.11,20.095,695.2,19.108,90.88,2.498,41.42,1.138,36382942,1.58615E+12,3918.644,107705.535,2.471
Canada,2017,569.36,15.5,1.397,6.853,0.187,72.209,1.966,15.345,0.418,212.053,5.773,260.723,7.098,1.75,9.793,0.348,0.144,570.758,15.538,0.349,31879.06,348.058,9503.183,556.083,7371.706,14020.483,79.548,0.25,1.58,0.46,0.5,3.63,2.98,2.15,0.72,2.01,0.91,1.28,3.37,3.31,2.52,0.94,745.74,20.302,709.37,19.312,92.97,2.531,42.04,1.145,36732091,1.63644E+12,3956.463,107711.352,2.418
Canada,2018,579.47,15.63,0.972,6.98,0.188,60.253,1.625,15.645,0.422,226.647,6.113,267.812,7.224,1.78,10.11,0.347,0.144,580.443,15.656,0.348,32458.531,355.037,9563.435,571.728,7598.353,14288.295,81.682,0.17,1.58,0.45,0.41,3.8,3.04,2.2,0.71,2,0.89,1.26,3.38,3.3,2.51,0.93,763.44,20.592,724.93,19.553,95.53,2.577,44.81,1.209,37074558,1.6694E+12,4010.742,108180.424,2.403
Chile,2000,58.096,3.787,1.973,1.01,0.066,14.242,0.928,0.297,0.019,11.919,0.777,30.627,1.996,-4.59,-2.795,0.25,0.189,60.069,3.915,0.258,1459.473,34.591,524.846,75.861,90.052,734.123,,3.4,0.23,0.14,0.16,0.11,0.25,0.3,,0.14,0.19,0.1,0.72,0.07,0.2,,54.22,3.534,71.48,4.659,14.51,0.946,6.73,0.439,15342350,2.32506E+11,306.695,19990.123,1.319
Chile,2001,52.558,3.387,2.108,1.013,0.065,9.263,0.597,0.297,0.019,13.517,0.871,28.468,1.835,-9.53,-5.537,0.22,0.17,54.666,3.523,0.229,1512.031,35.605,534.109,76.158,103.569,762.59,,4.01,0.21,0.14,0.1,0.11,0.28,0.27,,0.14,0.19,0.1,0.7,0.08,0.2,,33.28,2.145,69.33,4.468,14.27,0.92,6.64,0.428,15516112,2.38843E+11,308.756,19899.041,1.293
Chile,2002,54.471,3.473,4.981,1.079,0.069,9.38,0.598,0.183,0.012,13.506,0.861,30.323,1.933,3.64,1.913,0.225,0.17,59.452,3.79,0.245,1566.502,36.684,543.489,76.341,117.075,792.914,,9.14,0.21,0.14,0.1,0.06,0.27,0.29,,0.14,0.18,0.1,0.68,0.09,0.21,,34.08,2.173,70.05,4.466,14.12,0.9,6.71,0.428,15684413,2.4241E+11,319.559,20374.273,1.318
Chile,2003,54.864,3.462,0.847,1.113,0.07,9.244,0.583,0.183,0.012,14.737,0.93,29.587,1.867,0.72,0.393,0.22,0.173,55.711,3.515,0.223,1621.366,37.797,552.733,76.524,131.811,822.5,,1.54,0.2,0.13,0.09,0.06,0.29,0.28,,0.14,0.18,0.1,0.67,0.1,0.21,,34.93,2.204,70.92,4.475,13.96,0.881,6.42,0.405,15849649,2.49686E+11,317.723,20046.04,1.272
Chile,2004,59.026,3.686,-0.659,1.194,0.074,10.281,0.642,0.18,0.011,16.048,1.002,31.324,1.956,7.59,4.162,0.224,0.177,58.367,3.644,0.222,1680.392,38.99,563.015,76.704,147.86,853.824,,-1.12,0.21,0.13,0.09,0.06,0.3,0.28,,0.15,0.18,0.1,0.65,0.1,0.21,,40.23,2.512,76.25,4.761,13.91,0.869,6.9,0.431,16014972,2.62973E+11,333.892,20848.716,1.27
Chile,2005,60.926,3.765,1.974,1.152,0.071,10.252,0.634,0.139,0.009,15.557,0.961,33.826,2.09,3.22,1.9,0.221,0.176,62.901,3.887,0.228,1741.319,40.142,573.266,76.843,163.417,887.65,,3.24,0.21,0.12,0.09,0.04,0.29,0.3,,0.15,0.18,0.1,0.64,0.11,0.21,,40.85,2.524,76.81,4.746,13.82,0.854,6.55,0.405,16182713,2.7623E+11,346.954,21439.809,1.256
Chile,2006,63.949,3.91,2.357,1.236,0.076,12.538,0.767,0.106,0.006,14.334,0.876,35.735,2.185,4.96,3.023,0.219,0.173,66.307,4.054,0.227,1805.268,41.379,585.805,76.949,177.751,923.385,,3.69,0.21,0.12,0.1,0.03,0.26,0.32,,0.15,0.18,0.1,0.62,0.12,0.21,,42.17,2.578,78.18,4.78,13.57,0.83,6.68,0.408,16354507,2.91801E+11,370.481,22653.157,1.27
Chile,2007,70.683,4.276,-0.164,1.316,0.08,13.007,0.787,0.37,0.022,8.764,0.53,47.225,2.857,10.53,6.734,0.232,0.187,70.519,4.266,0.232,1875.951,42.695,598.812,77.319,186.515,970.61,,-0.23,0.22,0.12,0.1,0.11,0.15,0.42,,0.15,0.17,0.1,0.61,0.12,0.22,,50.39,3.048,86.38,5.226,13.41,0.811,7.24,0.438,16530201,3.04165E+11,378.516,22898.456,1.244
Chile,2008,70.795,4.237,7.628,1.307,0.078,16.733,1.002,0.377,0.023,4.825,0.289,47.551,2.846,0.16,0.112,0.226,0.189,78.423,4.694,0.251,1946.747,44.003,615.545,77.696,191.34,1018.162,,10.77,0.22,0.11,0.13,0.1,0.08,0.42,,0.15,0.17,0.1,0.59,0.12,0.22,,55.06,3.295,90.92,5.442,13.65,0.817,8.06,0.482,16708255,3.12738E+11,375.18,22454.793,1.2
Chile,2009,65.901,3.903,-0.534,1.081,0.064,13.431,0.795,0.081,0.005,6.379,0.378,44.929,2.661,-6.91,-4.895,0.216,0.179,65.366,3.871,0.214,2012.647,45.083,628.977,77.777,197.719,1063.091,,-0.81,0.21,0.09,0.1,0.02,0.11,0.41,,0.15,0.17,0.1,0.58,0.12,0.23,,52.36,3.101,88.35,5.232,13.75,0.814,8.02,0.475,16886184,3.05748E+11,367.422,21758.734,1.202
Chile,2010,71.311,4.179,2.992,1.046,0.061,16.525,0.968,0.051,0.003,10.227,0.599,43.461,2.547,8.21,5.41,0.222,0.193,74.303,4.355,0.231,2083.958,46.13,645.502,77.828,207.946,1106.552,,4.2,0.21,0.08,0.12,0.01,0.16,0.38,,0.16,0.16,0.1,0.56,0.12,0.23,,57.15,3.349,93.17,5.461,13.82,0.81,8.27,0.485,17062531,3.21391E+11,369.03,21628.115,1.148
Chile,2011,78.064,4.53,5.352,1.08,0.063,20.848,1.21,0.059,0.003,10.45,0.606,45.628,2.648,9.47,6.753,0.23,0.195,83.416,4.84,0.246,2162.022,47.21,666.351,77.887,218.396,1152.18,,6.86,0.23,0.08,0.14,0.02,0.16,0.4,,0.16,0.16,0.1,0.55,0.12,0.24,,18.43,1.069,99.62,5.781,13.95,0.809,7.72,0.448,17233584,3.38634E+11,401.205,23280.405,1.185
Chile,2012,79.684,4.579,10.695,1.128,0.065,23.476,1.349,0.106,0.006,9.809,0.564,45.165,2.596,2.07,1.619,0.223,0.194,90.378,5.194,0.253,2241.706,48.337,689.827,77.993,228.205,1197.344,,13.42,0.23,0.08,0.16,0.03,0.15,0.39,,0.16,0.16,0.1,0.54,0.12,0.24,,20.68,1.188,101.9,5.856,14.14,0.813,7.55,0.434,17400359,3.56694E+11,410.131,23570.264,1.15
Chile,2013,81.811,4.656,9.959,1.086,0.062,25.396,1.445,0.121,0.007,9.292,0.529,45.916,2.613,2.67,2.127,0.221,0.198,91.77,5.223,0.248,2323.517,49.423,715.223,78.114,237.497,1243.26,,12.17,0.23,0.08,0.17,0.03,0.14,0.4,,0.16,0.15,0.1,0.52,0.12,0.24,,23.68,1.348,104.98,5.974,13.07,0.744,6.96,0.396,17571511,3.70745E+11,414.198,23572.14,1.117
Chile,2014,77.574,4.368,9.775,1.022,0.058,24.389,1.373,0.048,0.003,8.296,0.467,43.82,2.468,-5.18,-4.237,0.205,0.191,87.348,4.918,0.231,2401.091,50.445,739.612,78.162,245.793,1287.08,,12.6,0.22,0.07,0.16,0.01,0.12,0.38,,0.16,0.15,0.11,0.51,0.12,0.25,,17.45,0.983,98.66,5.556,13.29,0.748,6.86,0.386,17758969,3.77994E+11,406.241,22875.281,1.075
Chile,2015,81.824,4.554,8.504,1.033,0.058,27.167,1.512,0.161,0.009,9.112,0.507,44.351,2.468,5.48,4.251,0.212,0.197,90.329,5.027,0.234,2482.915,51.478,766.779,78.323,254.904,1331.43,,10.39,0.23,0.07,0.18,0.04,0.13,0.37,,0.16,0.15,0.11,0.5,0.12,0.25,,23.21,1.292,104.02,5.789,13.11,0.73,7.01,0.39,17969356,3.86429E+11,415.351,23114.389,1.075
Chile,2016,84.392,4.635,6.845,1.12,0.062,27.007,1.483,0.249,0.014,9.951,0.546,46.064,2.53,3.14,2.568,0.215,0.194,91.237,5.01,0.232,2567.307,52.598,793.787,78.572,264.856,1377.494,,8.11,0.24,0.08,0.19,0.06,0.14,0.39,,0.17,0.14,0.11,0.49,0.12,0.25,,50.37,2.766,108.15,5.939,13.05,0.717,6.35,0.349,18209072,3.92579E+11,435.776,23931.8,1.11
Chile,2017,84.046,4.55,7.242,0.866,0.047,27.74,1.502,0.029,0.002,9.944,0.538,45.467,2.462,-0.41,-0.346,0.212,0.192,91.288,4.942,0.23,2651.353,53.464,821.527,78.601,274.8,1422.961,,8.62,0.23,0.06,0.19,0.01,0.14,0.37,,0.17,0.14,0.11,0.48,0.12,0.26,,52.77,2.857,109.35,5.92,13.72,0.743,6.99,0.378,18470435,3.97188E+11,438.836,23758.807,1.105
Chile,2018,84.409,4.507,8.417,0.782,0.042,27.049,1.444,0.029,0.002,9.981,0.533,46.568,2.486,0.43,0.363,0.204,0.185,92.826,4.956,0.225,2735.762,54.246,848.576,78.631,284.781,1469.528,,9.97,0.23,0.05,0.18,0.01,0.13,0.38,,0.17,0.14,0.11,0.46,0.12,0.26,,51.77,2.764,109.59,5.851,13.5,0.721,6.43,0.343,18729166,4.12834E+11,456.619,24380.081,1.106
